,companyshortname,epsactual,epsestimate,epssurprisepct,gmtOffsetMilliSeconds,quoteType,startdatetime,startdatetimetype,ticker
5266,Unum Group,1.3,1.26,3.17,0,EQUITY,2018-07-30T20:15:00.000Z,TAS,UNM
5267,Gramercy Property Trust,0.08,0.07,14.29,0,EQUITY,2018-07-30T21:07:00.000Z,TAS,GPT
5268,Simon Property Group Inc,1.77,1.64,7.93,0,EQUITY,2018-07-30T11:00:12.000Z,TAS,SPG
5269,TriNet Group Inc,0.87,0.67,29.85,0,EQUITY,2018-07-30T20:15:04.000Z,TAS,TNET
5270,Global Ship Lease Inc,,,,0,EQUITY,2018-07-30T14:30:00.000Z,TAS,GSL
5271,ONE Gas Inc,0.39,0.33,18.18,0,EQUITY,2018-07-30T20:15:02.000Z,TAS,OGS
5272,Onemain Holdings Inc,1.18,1.14,3.51,0,EQUITY,2018-07-30T20:30:00.000Z,TAS,OMF
5273,Sunstone Hotel Investors Inc,0.2,0.19,5.26,0,EQUITY,2018-07-30T20:30:04.000Z,TAS,SHO
5274,Heidrick & Struggles International Inc,0.59,0.45,31.11,0,EQUITY,2018-07-30T20:01:04.000Z,TAS,HSII
5275,Innophos Holdings Inc,0.65,0.65,0.0,0,EQUITY,2018-07-30T16:30:00.000Z,BMO,IPHS
5276,Harmonic Inc,0.05,0.0,,0,EQUITY,2018-07-30T20:05:12.000Z,TAS,HLIT
5277,Illumina Inc,1.43,1.11,28.83,0,EQUITY,2018-07-30T20:05:00.000Z,TAS,ILMN
5278,Woodward Inc,1.12,1.03,8.74,0,EQUITY,2018-07-30T20:05:05.000Z,TAS,WWD
5279,Rambus Inc,0.21,0.2,5.0,0,EQUITY,2018-07-30T20:05:00.000Z,TAS,RMBS
5280,Nautilus Inc,0.03,0.04,-25.0,0,EQUITY,2018-07-30T20:05:00.000Z,TAS,NLS
5281,Oil States International Inc,0.05,0.05,0.0,0,EQUITY,2018-07-30T11:00:06.000Z,TAS,OIS
5282,Varonis Systems Inc,-0.08,-0.05,-60.0,0,EQUITY,2018-07-30T20:05:04.000Z,TAS,VRNS
5283,KBR Inc,0.34,0.34,0.0,0,EQUITY,2018-07-30T09:58:05.000Z,TAS,KBR
5284,Myers Industries Inc,0.27,0.25,8.0,0,EQUITY,2018-07-30T14:00:00.000Z,TAS,MYE
5285,Sogou Inc,0.09,0.07,28.57,0,EQUITY,2018-07-30T11:30:00.000Z,TAS,SOGO
5286,Knoll Inc,0.42,0.38,10.53,0,EQUITY,2018-07-30T20:15:04.000Z,TAS,KNL
5287,Knoll Inc,0.42,0.38,10.53,0,EQUITY,2018-07-30T20:15:04.000Z,TAS,KNL
5288,Myers Industries Inc,0.27,0.25,8.0,0,EQUITY,2018-07-30T14:00:00.000Z,TAS,MYE
5289,TherapeuticsMD Inc,-0.15,-0.12,-25.0,0,EQUITY,2018-07-30T12:30:00.000Z,TAS,TXMD
5290,Weingarten Realty Investors,0.61,0.25,144.0,0,EQUITY,2018-07-30T21:05:00.000Z,TAS,WRI
5291,UDR Inc,0.07,0.05,40.0,0,EQUITY,2018-07-30T20:16:00.000Z,TAS,UDR
5292,Texas Roadhouse Inc,0.62,0.67,-7.46,0,EQUITY,2018-07-30T20:03:03.000Z,TAS,TXRH
5293,Lexicon Pharmaceuticals Inc,-0.33,-0.34,2.94,0,EQUITY,2018-07-30T11:00:06.000Z,TAS,LXRX
5294,TrueBlue Inc,0.57,0.49,16.33,0,EQUITY,2018-07-30T20:05:00.000Z,TAS,TBI
5295,Intevac Inc,-0.01,-0.12,91.67,0,EQUITY,2018-07-30T20:05:00.000Z,TAS,IVAC
5296,Transocean Ltd,-0.04,-0.17,76.47,0,EQUITY,2018-07-30T20:16:43.000Z,TAS,RIG
5297,Sohu.com Ltd,-1.27,-1.49,14.77,0,EQUITY,2018-07-30T16:30:00.000Z,BMO,SOHU
5298,Seagate Technology PLC,1.62,1.45,11.72,0,EQUITY,2018-07-30T12:01:00.000Z,TAS,STX
5299,Vornado Realty Trust,0.36,0.39,-7.69,0,EQUITY,2018-07-30T20:23:51.000Z,TAS,VNO
5300,Big 5 Sporting Goods Corp,-0.01,0.11,-109.09,0,EQUITY,2018-07-31T20:01:05.000Z,TAS,BGFV
5301,Ashland Global Holdings Inc,1.13,1.03,9.71,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,ASH
5302,ArcBest Corp,1.12,1.01,10.89,0,EQUITY,2018-07-31T20:05:04.000Z,TAS,ARCB
5303,Retail Properties of America Inc,0.05,0.06,-16.67,0,EQUITY,2018-07-31T20:15:07.000Z,TAS,RPAI
5304,Armada Hoffler Properties Inc,0.09,0.09,0.0,0,EQUITY,2018-07-31T10:00:07.000Z,TAS,AHH
5305,Armstrong World Industries Inc,1.01,1.02,-0.98,0,EQUITY,2018-07-31T10:00:06.000Z,TAS,AWI
5306,Credit Acceptance Corp,7.75,6.52,18.87,0,EQUITY,2018-07-31T20:03:04.000Z,TAS,CACC
5307,Archer Daniels Midland Co,1.02,0.77,32.47,0,EQUITY,2018-07-31T11:00:00.000Z,TAS,ADM
5308,Aptiv PLC,1.4,1.35,3.7,0,EQUITY,2018-07-31T10:45:07.000Z,TAS,APTV
5309,Artisan Partners Asset Management Inc,0.76,0.75,1.33,0,EQUITY,2018-07-31T20:17:30.000Z,TAS,APAM
5310,Verisk Analytics Inc,1.06,1.0,6.0,0,EQUITY,2018-07-31T20:10:31.000Z,TAS,VRSK
5311,Apple Inc,2.34,2.18,7.34,0,EQUITY,2018-07-31T20:30:00.000Z,TAS,AAPL
5312,Akamai Technologies Inc,0.83,0.8,3.75,0,EQUITY,2018-07-31T20:01:05.000Z,TAS,AKAM
5313,American Superconductor Corp,-0.18,-0.27,33.33,0,EQUITY,2018-07-31T20:05:11.000Z,TAS,AMSC
5314,Amdocs Ltd,1.03,1.03,0.0,0,EQUITY,2018-07-31T20:01:04.000Z,TAS,DOX
5315,American Tower Corp,0.69,0.81,-14.81,0,EQUITY,2018-07-31T11:00:00.000Z,TAS,AMT
5316,ACCO Brands Corp,0.32,0.34,-5.88,0,EQUITY,2018-07-31T10:40:05.000Z,TAS,ACCO
5317,Ardmore Shipping Corp,-0.26,-0.25,-4.0,0,EQUITY,2018-07-31T14:00:00.000Z,TAS,ASC
5318,Arconic Inc,0.37,0.29,27.59,0,EQUITY,2018-07-31T16:30:00.000Z,BMO,ARNC
5319,American Assets Trust Inc,0.07,0.13,-46.15,0,EQUITY,2018-07-31T20:15:05.000Z,TAS,AAT
5320,Amedisys Inc,1.0,0.78,28.21,0,EQUITY,2018-07-31T20:10:03.000Z,TAS,AMED
5321,Arch Capital Group Ltd,0.59,0.53,11.32,0,EQUITY,2018-07-31T20:11:00.000Z,TAS,ACGL
5322,Arch Coal Inc,2.06,1.8,14.44,0,EQUITY,2018-07-31T16:30:00.000Z,BMO,ARCH
5323,AGCO Corp,1.32,1.28,3.13,0,EQUITY,2018-07-31T11:45:00.000Z,TAS,AGCO
5324,Bandwidth Inc,0.2,-0.12,266.67,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,BAND
5325,Huttig Building Products Inc,0.01,0.16,-93.75,0,EQUITY,2018-07-31T15:00:00.000Z,TAS,HBP
5326,Basic Energy Services Inc,-0.85,-0.71,-19.72,0,EQUITY,2018-07-31T22:55:03.000Z,TAS,BAS
5327,Pulse Biosciences Inc,,,,0,EQUITY,2018-07-31T14:59:00.000Z,TNS,PLSE
5328,Boston Properties Inc,0.83,0.57,45.61,0,EQUITY,2018-07-31T22:20:00.000Z,TAS,BXP
5329,Neurocrine Biosciences Inc,-0.07,-0.17,58.82,0,EQUITY,2018-07-31T20:01:02.000Z,TAS,NBIX
5330,Baidu Inc,3.03,2.39,26.78,0,EQUITY,2018-07-31T22:04:14.000Z,TAS,BIDU
5331,Blue Capital Reinsurance Holdings Ltd,0.28,0.45,-37.78,0,EQUITY,2018-07-31T20:15:06.000Z,TAS,BCRH
5332,Rocky Brands Inc,0.35,0.21,66.67,0,EQUITY,2018-07-31T20:30:00.000Z,TAS,RCKY
5333,Brookfield Property Reit Inc,,,,0,EQUITY,2018-07-31T11:00:00.000Z,TAS,BPR
5334,Northeast Bancorp,0.48,0.59,-18.64,0,EQUITY,2018-07-31T14:00:00.000Z,TAS,NBN
5335,Broadwind Energy Inc,-0.14,-0.04,-250.0,0,EQUITY,2018-07-31T15:00:00.000Z,TAS,BWEN
5336,CorVel Corp,,,,0,EQUITY,2018-07-31T10:15:02.000Z,TAS,CRVL
5337,CURO Group Holdings Corp,0.38,0.38,0.0,0,EQUITY,2018-07-31T12:15:00.000Z,TAS,CURO
5338,Columbus McKinnon Corp,0.74,0.6,23.33,0,EQUITY,2018-07-31T14:00:00.000Z,TAS,CMCO
5339,Haverty Furniture Companies Inc,0.29,0.26,11.54,0,EQUITY,2018-07-31T20:40:02.000Z,TAS,HVT
5340,L.B. Foster Co,,,,0,EQUITY,2018-07-31T12:30:00.000Z,TAS,FSTR
5341,Cummins Inc,3.29,3.63,-9.37,0,EQUITY,2018-07-31T16:30:00.000Z,BMO,CMI
5342,Radisys Corp,0.06,-0.07,185.71,0,EQUITY,2018-07-31T21:00:00.000Z,TAS,RSYS
5343,SP Plus Corp,0.73,0.66,10.61,0,EQUITY,2018-07-31T20:06:37.000Z,TAS,SP
5344,Huntsman Corp,1.01,0.84,20.24,0,EQUITY,2018-07-31T10:00:18.000Z,TAS,HUN
5345,P H Glatfelter Co,-0.1,-0.05,-100.0,0,EQUITY,2018-07-31T10:50:03.000Z,TAS,GLT
5346,Terex Corp,0.98,0.92,6.52,0,EQUITY,2018-07-31T20:15:09.000Z,TAS,TEX
5347,Hyatt Hotels Corp,0.72,0.48,50.0,0,EQUITY,2018-07-31T20:15:00.000Z,TAS,H
5348,Camden National Corp,0.78,0.82,-4.88,0,EQUITY,2018-07-31T17:00:00.000Z,TAS,CAC
5349,Clear Channel Outdoor Holdings Inc,-0.14,-0.04,-250.0,0,EQUITY,2018-07-31T11:00:00.000Z,TAS,CCO
5350,Newfield Exploration Co,0.94,0.82,14.63,0,EQUITY,2018-07-31T20:05:19.000Z,TAS,NFX
5351,Crestwood Equity Partners LP,-0.57,-0.05,-1040.0,0,EQUITY,2018-07-31T11:00:00.000Z,TAS,CEQP
5352,Federal Home Loan Mortgage Corp,0.28,0.5,-44.0,0,EQUITY,2018-07-31T16:30:00.000Z,BMO,FMCC
5353,Tanger Factory Outlet Centers Inc,0.24,0.24,0.0,0,EQUITY,2018-07-31T20:24:19.000Z,TAS,SKT
5354,Charter Communications Inc,1.15,1.0,15.0,0,EQUITY,2018-07-31T11:00:00.000Z,TAS,CHTR
5355,Hi Crush Partners LP,0.67,0.76,-11.84,0,EQUITY,2018-07-31T20:10:04.000Z,TAS,HCLP
5356,Greenlight Capital Re Ltd,-1.01,-1.05,3.81,0,EQUITY,2018-07-31T20:05:10.000Z,TAS,GLRE
5357,Oxford Square Capital Corp,0.15,0.17,-11.76,0,EQUITY,2018-07-31T14:59:00.000Z,TNS,OXSQ
5358,Unisys Corp,0.39,0.18,116.67,0,EQUITY,2018-07-31T20:30:06.000Z,TAS,UIS
5359,Huron Consulting Group Inc,0.58,0.6,-3.33,0,EQUITY,2018-07-31T20:05:00.000Z,TAS,HURN
5360,Oshkosh Corp,2.2,2.02,8.91,0,EQUITY,2018-07-31T10:50:00.000Z,TAS,OSK
5361,Rogers Corp,1.19,1.32,-9.85,0,EQUITY,2018-07-31T20:09:00.000Z,TAS,ROG
5362,Camtek Ltd,0.13,0.13,0.0,0,EQUITY,2018-07-31T14:00:00.000Z,TAS,CAMT
5363,Landec Corp,0.24,0.22,9.09,0,EQUITY,2018-07-31T20:05:16.000Z,TAS,LNDC
5364,Procter & Gamble Co,0.94,0.9,4.44,0,EQUITY,2018-07-31T11:00:00.000Z,TAS,PG
5365,Markel Corp,9.11,8.61,5.81,0,EQUITY,2018-07-31T20:46:15.000Z,TAS,MKL
5366,CYS Investments Inc,,,,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,CYS
5367,Franklin Street Properties Corp,0.01,0.01,0.0,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,FSP
5368,Eaton Corporation PLC,1.39,1.33,4.51,0,EQUITY,2018-07-31T10:30:00.000Z,TAS,ETN
5369,Masco Corp,0.75,0.77,-2.6,0,EQUITY,2018-07-31T11:00:00.000Z,TAS,MAS
5370,Sequans Communications SA,-0.07,-0.07,0.0,0,EQUITY,2018-07-31T12:00:00.000Z,TAS,SQNS
5371,Scotts Miracle-Gro Co,2.67,2.58,3.49,0,EQUITY,2018-07-31T20:05:07.000Z,TAS,SMG
5372,Capital Senior Living Corp,-0.3,-0.19,-57.89,0,EQUITY,2018-07-31T20:15:08.000Z,TAS,CSU
5373,GP Strategies Corp,0.22,0.21,4.76,0,EQUITY,2018-07-31T14:00:00.000Z,TAS,GPX
5374,Regional Management Corp,0.7,0.67,4.48,0,EQUITY,2018-07-31T20:15:00.000Z,TAS,RM
5375,Devon Energy Corp,0.34,0.36,-5.56,0,EQUITY,2018-07-31T20:05:00.000Z,TAS,DVN
5376,Olin Corp,0.53,0.4,32.5,0,EQUITY,2018-07-31T20:24:44.000Z,TAS,OLN
5377,Johnson Controls International PLC,0.81,0.79,2.53,0,EQUITY,2018-07-31T10:55:05.000Z,TAS,JCI
5378,Vulcan Materials Co,1.23,1.36,-9.56,0,EQUITY,2018-07-31T16:30:00.000Z,BMO,VMC
5379,Whiting Petroleum Corp,0.63,0.65,-3.08,0,EQUITY,2018-07-31T20:01:00.000Z,TAS,WLL
5380,IPG Photonics Corp,2.21,2.26,-2.21,0,EQUITY,2018-07-31T16:30:00.000Z,BMO,IPGP
5381,Ralph Lauren Corp,1.54,1.36,13.24,0,EQUITY,2018-07-31T16:30:00.000Z,BMO,RL
5382,C.H. Robinson Worldwide Inc,1.13,1.06,6.6,0,EQUITY,2018-07-31T20:15:00.000Z,TAS,CHRW
5383,Wabash National Corp,0.49,0.55,-10.91,0,EQUITY,2018-07-31T20:35:10.000Z,TAS,WNC
5384,Progressive Corp,1.15,1.11,3.6,0,EQUITY,2018-07-31T16:30:00.000Z,BMO,PGR
5385,IRadimed Corp,0.14,0.1,40.0,0,EQUITY,2018-07-31T15:00:00.000Z,TAS,IRMD
5386,NewLink Genetics Corp,-0.47,-0.6,21.67,0,EQUITY,2018-07-31T20:30:00.000Z,TAS,NLNK
5387,Sabre Corp,0.37,0.35,5.71,0,EQUITY,2018-07-31T11:55:01.000Z,TAS,SABR
5388,CommScope Holding Company Inc,0.68,0.65,4.62,0,EQUITY,2018-07-31T10:00:00.000Z,TAS,COMM
5389,Gladstone Capital Corp,0.22,0.21,4.76,0,EQUITY,2018-07-31T20:08:02.000Z,TAS,GLAD
5390,Mid-Con Energy Partners LP,-0.02,0.05,-140.0,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,MCEP
5391,Geron Corp,-0.04,-0.04,0.0,0,EQUITY,2018-07-31T20:30:00.000Z,TAS,GERN
5392,Geron Corp,-0.04,-0.04,0.0,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,GERN
5393,Zix Corp,0.07,0.07,0.0,0,EQUITY,2018-07-31T21:00:00.000Z,TAS,ZIXI
5394,Zix Corp,0.07,0.07,0.0,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,ZIXI
5395,Timken Co,1.11,1.08,2.78,0,EQUITY,2018-07-31T10:51:04.000Z,TAS,TKR
5396,Comstock Mining Inc,,,,0,EQUITY,2018-07-31T15:00:00.000Z,TAS,LODE
5397,Cheesecake Factory Inc,0.65,0.81,-19.75,0,EQUITY,2018-07-31T20:15:00.000Z,TAS,CAKE
5398,Iridium Communications Inc,-0.06,-0.04,-50.0,0,EQUITY,2018-07-31T11:01:03.000Z,TAS,IRDM
5399,Horizon Technology Finance Corp,0.29,0.28,3.57,0,EQUITY,2018-07-31T20:05:14.000Z,TAS,HRZN
5400,Ribbon Communications Inc,0.14,0.02,600.0,0,EQUITY,2018-07-31T11:01:06.000Z,TAS,RBBN
5401,Silicon Motion Technology Corp,0.92,0.89,3.37,0,EQUITY,2018-07-31T22:00:02.000Z,TAS,SIMO
5402,Incyte Corp,0.26,0.35,-25.71,0,EQUITY,2018-07-31T11:00:00.000Z,TAS,INCY
5403,Ladder Capital Corp,0.45,0.41,9.76,0,EQUITY,2018-07-31T20:25:00.000Z,TAS,LADR
5404,Coherent Inc,3.51,3.54,-0.85,0,EQUITY,2018-07-31T20:01:06.000Z,TAS,COHR
5405,Frontier Communications Corp,-0.92,-0.72,-27.78,0,EQUITY,2018-07-31T20:01:00.000Z,TAS,FTR
5406,Container Store Group Inc,-0.08,-0.13,38.46,0,EQUITY,2018-07-31T20:05:00.000Z,TAS,TCS
5407,Cheesecake Factory Inc,0.65,0.81,-19.75,0,EQUITY,2018-07-31T20:15:00.000Z,TAS,CAKE
5408,Horizon Technology Finance Corp,0.29,0.28,3.57,0,EQUITY,2018-07-31T20:05:14.000Z,TAS,HRZN
5409,Dorman Products Inc,1.09,1.05,3.81,0,EQUITY,2018-07-31T16:30:00.000Z,BMO,DORM
5410,Douglas Emmett Inc,0.19,0.17,11.76,0,EQUITY,2018-07-31T20:06:17.000Z,TAS,DEI
5411,Fresh Del Monte Produce Inc,0.14,1.27,-88.98,0,EQUITY,2018-07-31T10:00:00.000Z,TAS,FDP
5412,Evertec Inc,0.46,0.44,4.55,0,EQUITY,2018-07-31T20:01:00.000Z,TAS,EVTC
5413,Enphase Energy Inc,0.02,0.01,100.0,0,EQUITY,2018-07-31T20:30:00.000Z,TAS,ENPH
5414,Endocyte Inc,-0.17,-0.17,0.0,0,EQUITY,2018-07-31T12:30:00.000Z,TAS,ECYT
5415,EnLink Midstream LLC,0.15,0.19,-21.05,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,ENLC
5416,WEC Energy Group Inc,0.73,0.67,8.96,0,EQUITY,2018-07-31T11:00:00.000Z,TAS,WEC
5417,EnLink Midstream Partners LP,0.17,0.07,142.86,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,ENLK
5418,Extra Space Storage Inc,0.75,0.69,8.7,0,EQUITY,2018-07-31T20:05:13.000Z,TAS,EXR
5419,OneSmart International Education Group Ltd,,,,0,EQUITY,2018-07-31T12:00:00.000Z,TAS,ONE
5420,Ecolab Inc,1.27,1.27,0.0,0,EQUITY,2018-07-31T12:30:01.000Z,TAS,ECL
5421,Eversource Energy,0.76,0.75,1.33,0,EQUITY,2018-07-31T20:15:00.000Z,TAS,ES
5422,Genworth Financial Inc,0.4,0.26,53.85,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,GNW
5423,Fiserv Inc,0.75,0.74,1.35,0,EQUITY,2018-07-31T20:01:00.000Z,TAS,FISV
5424,Fidelity National Information Services Inc,1.23,1.21,1.65,0,EQUITY,2018-07-31T11:00:00.000Z,TAS,FIS
5425,Waddell & Reed Financial Inc,0.55,0.48,14.58,0,EQUITY,2018-07-31T10:45:00.000Z,TAS,WDR
5426,MDU Resources Group Inc,0.22,0.26,-15.38,0,EQUITY,2018-07-31T20:20:04.000Z,TAS,MDU
5427,Glu Mobile Inc,0.07,0.05,40.0,0,EQUITY,2018-07-31T20:05:00.000Z,TAS,GLUU
5428,Western Gas Partners LP,0.31,0.42,-26.19,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,WES
5429,International Game Technology PLC,0.28,0.36,-22.22,0,EQUITY,2018-07-31T10:45:05.000Z,TAS,IGT
5430,Oxford Immunotec Global PLC,-0.25,-0.25,0.0,0,EQUITY,2018-07-31T12:00:00.000Z,TAS,OXFD
5431,Servicemaster Global Holdings Inc,0.79,0.8,-1.25,0,EQUITY,2018-07-31T11:00:00.000Z,TAS,SERV
5432,Web.com Group Inc,0.71,0.64,10.94,0,EQUITY,2018-07-31T20:05:09.000Z,TAS,WEB
5433,Liquid Media Group Ltd,,,,0,EQUITY,2018-07-31T16:30:00.000Z,BMO,YVR
5434,XO Group Inc,0.19,0.19,0.0,0,EQUITY,2018-07-31T11:30:00.000Z,TAS,XOXO
5435,XL Group Ltd,0.84,0.93,-9.68,0,EQUITY,2018-07-31T20:30:04.000Z,TAS,XL
5436,Medpace Holdings Inc,0.61,0.42,45.24,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,MEDP
5437,U.S. Silica Holdings Inc,0.64,0.68,-5.88,0,EQUITY,2018-07-31T10:00:10.000Z,TAS,SLCA
5438,MACOM Technology Solutions Holdings Inc,0.13,0.13,0.0,0,EQUITY,2018-07-31T20:14:00.000Z,TAS,MTSI
5439,Lumber Liquidators Holdings Inc,-0.05,0.25,-120.0,0,EQUITY,2018-07-31T10:00:07.000Z,TAS,LL
5440,Hyster-Yale Materials Handling Inc,0.46,0.53,-13.21,0,EQUITY,2018-07-31T21:08:53.000Z,TAS,HY
5441,WellCare Health Plans Inc,3.69,3.03,21.78,0,EQUITY,2018-07-31T10:00:00.000Z,TAS,WCG
5442,William Lyon Homes,0.58,0.55,5.45,0,EQUITY,2018-07-31T10:59:00.000Z,TAS,WLH
5443,Nextgen Healthcare Inc,0.19,0.18,5.56,0,EQUITY,2018-07-31T20:05:00.000Z,TAS,NXGN
5444,Health Insurance Innovations Inc,0.61,0.58,5.17,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,HIIQ
5445,Hologic Inc,0.58,0.56,3.57,0,EQUITY,2018-07-31T20:02:04.000Z,TAS,HOLX
5446,Molina Healthcare Inc,3.08,1.08,185.19,0,EQUITY,2018-07-31T20:15:00.000Z,TAS,MOH
5447,Red Rock Resorts Inc,0.71,0.25,184.0,0,EQUITY,2018-07-31T20:30:00.000Z,TAS,RRR
5448,PJT Partners Inc,0.42,0.32,31.25,0,EQUITY,2018-07-31T12:30:00.000Z,TAS,PJT
5449,Red Rock Resorts Inc,0.71,0.25,184.0,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,RRR
5450,Qualys Inc,0.39,0.34,14.71,0,EQUITY,2018-07-31T20:15:03.000Z,TAS,QLYS
5451,MobileIron Inc,-0.04,-0.07,42.86,0,EQUITY,2018-07-31T20:05:00.000Z,TAS,MOBL
5452,McDermott International Inc,0.29,0.22,31.82,0,EQUITY,2018-07-31T20:15:07.000Z,TAS,MDR
5453,Libbey Inc,0.18,0.12,50.0,0,EQUITY,2018-07-31T11:45:03.000Z,TAS,LBY
5454,STAG Industrial Inc,0.09,0.01,800.0,0,EQUITY,2018-07-31T20:05:16.000Z,TAS,STAG
5455,Select Income Reit,0.13,0.26,-50.0,0,EQUITY,2018-07-31T11:00:00.000Z,TAS,SIR
5456,Kadant Inc,1.07,1.0,7.0,0,EQUITY,2018-07-31T15:00:00.000Z,TAS,KAI
5457,Pfizer Inc,0.81,0.74,9.46,0,EQUITY,2018-07-31T10:45:00.000Z,TAS,PFE
5458,Rexford Industrial Realty Inc,0.06,0.04,50.0,0,EQUITY,2018-07-31T20:15:13.000Z,TAS,REXR
5459,Zendesk Inc,0.03,0.0,,0,EQUITY,2018-07-31T20:18:00.000Z,TAS,ZEN
5460,Mesa Laboratories Inc,1.06,0.79,34.18,0,EQUITY,2018-07-31T16:30:00.000Z,BMO,MLAB
5461,SendGrid Inc,0.05,0.01,400.0,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,SEND
5462,Progenics Pharmaceuticals Inc,-0.2,-0.19,-5.26,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,PGNX
5463,Manning & Napier Inc,0.06,0.06,0.0,0,EQUITY,2018-07-31T20:05:04.000Z,TAS,MN
5464,ONEOK Inc,0.68,0.67,1.49,0,EQUITY,2018-07-31T20:15:09.000Z,TAS,OKE
5465,ZAGG Inc,0.11,0.17,-35.29,0,EQUITY,2018-07-31T20:05:06.000Z,TAS,ZAGG
5466,Scorpio Tankers Inc,-1.5,-1.12,-33.93,0,EQUITY,2018-07-31T10:30:05.000Z,TAS,STNG
5467,Matson Inc,0.76,0.67,13.43,0,EQUITY,2018-07-31T20:05:11.000Z,TAS,MATX
5468,Quad/Graphics Inc,0.23,0.17,35.29,0,EQUITY,2018-07-31T20:47:00.000Z,TAS,QUAD
5469,Netlist Inc,-0.04,-0.02,-100.0,0,EQUITY,2018-07-31T21:00:00.000Z,TAS,NLST
5470,NexPoint Residential Trust Inc,-0.08,-0.08,0.0,0,EQUITY,2018-07-31T15:00:00.000Z,TAS,NXRT
5471,Paycom Software Inc,0.59,0.48,22.92,0,EQUITY,2018-07-31T20:06:00.000Z,TAS,PAYC
5472,Systemax Inc,0.36,0.48,-25.0,0,EQUITY,2018-07-31T20:30:07.000Z,TAS,SYX
5473,NuVasive Inc,0.58,0.58,0.0,0,EQUITY,2018-07-31T20:05:05.000Z,TAS,NUVA
5474,Mercury Systems Inc,0.47,0.42,11.9,0,EQUITY,2018-07-31T20:01:03.000Z,TAS,MRCY
5475,PNM Resources Inc,0.53,0.43,23.26,0,EQUITY,2018-07-31T10:30:00.000Z,TAS,PNM
5476,InnerWorkings Inc,0.01,0.03,-66.67,0,EQUITY,2018-07-31T20:05:00.000Z,TAS,INWK
5477,Nabors Industries Ltd,-0.42,-0.24,-75.0,0,EQUITY,2018-07-31T21:37:58.000Z,TAS,NBR
5478,Pandora Media Inc,-0.15,-0.16,6.25,0,EQUITY,2018-07-31T20:01:00.000Z,TAS,P
5479,Shopify Inc,0.02,-0.03,166.67,0,EQUITY,2018-07-31T16:30:00.000Z,BMO,SHOP
5480,Intelsat SA,-0.38,-0.33,-15.15,0,EQUITY,2018-07-31T10:30:00.000Z,TAS,I
5481,MicroVision Inc,-0.1,-0.09,-11.11,0,EQUITY,2018-07-31T21:00:00.000Z,TAS,MVIS
5482,Quotient Technology Inc,0.04,0.06,-33.33,0,EQUITY,2018-07-31T20:05:00.000Z,TAS,QUOT
5483,Xylem Inc,0.73,0.71,2.82,0,EQUITY,2018-07-31T10:55:00.000Z,TAS,XYL
5484,IQIYI Inc,-0.43,-0.3,-43.33,0,EQUITY,2018-08-01T00:00:00.000Z,TAS,IQ
5485,Steven Madden Ltd,0.41,0.39,5.13,0,EQUITY,2018-07-31T10:59:00.000Z,TAS,SHOO
5486,Texas Pacific Land Trust,,,,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,TPL
5487,Third Point Reinsurance Ltd,0.19,0.05,280.0,0,EQUITY,2018-07-31T20:43:50.000Z,TAS,TPRE
5488,Venator Materials PLC,0.85,0.87,-2.3,0,EQUITY,2018-07-31T14:00:00.000Z,TAS,VNTR
5489,McGrath RentCorp,0.65,0.64,1.56,0,EQUITY,2018-07-31T20:01:06.000Z,TAS,MGRC
5490,Qiagen NV,0.33,0.32,3.13,0,EQUITY,2018-07-31T20:00:00.000Z,TAS,QGEN
5491,Ternium SA,1.7,1.68,1.19,0,EQUITY,2018-08-01T00:00:00.000Z,AMC,TX
5492,180 Degree Capital Corp,,,,0,EQUITY,2018-08-01T20:15:07.000Z,TAS,TURN
5493,Adesto Technologies Corp,-0.08,-0.04,-100.0,0,EQUITY,2018-08-01T21:00:00.000Z,TAS,IOTS
5494,American Water Works Company Inc,0.83,0.81,2.47,0,EQUITY,2018-08-01T20:38:00.000Z,TAS,AWK
5495,Annaly Capital Management Inc,0.3,0.29,3.45,0,EQUITY,2018-08-01T20:15:01.000Z,TAS,NLY
5496,CBL & Associates Properties Inc,-0.2,-0.01,-1900.0,0,EQUITY,2018-08-01T20:15:01.000Z,TAS,CBL
5497,Aegion Corp,0.34,0.38,-10.53,0,EQUITY,2018-08-01T23:34:03.000Z,TAS,AEGN
5498,Amarin Corporation PLC,-0.12,-0.09,-33.33,0,EQUITY,2018-08-01T11:30:00.000Z,TAS,AMRN
